Symbol,Name,Market Cap,Country,Sector,Industry
PNI,Pimco New York Municipal Income Fund II Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
PML,Pimco Municipal Income Fund II Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,0.0,United States,Finance,Finance: Consumer Services
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,0.0,United States,Finance,Finance: Consumer Services
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,0.0,United States,Finance,Finance: Consumer Services
TGAAW,Target Global Acquisition I Corp. Warrant,0.0,Cayman Islands,Finance,Blank Checks
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,0.0,Cayman Islands,Finance,Blank Checks
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
FFA,First Trust Enhanced Equity Income Fund,0.0,United States,Finance,Investment Managers
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
IROH,Iron Horse Acquisitions Corp. Common Stock,0.0,United States,,
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,0.0,,Finance,Blank Checks
CLRCR,ClimateRock Right,0.0,United Kingdom,Finance,Blank Checks
STEW,SRH Total Return Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
WLACU,Willow Lane Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
ALFUW,Centurion Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
ALSAW,Alpha Star Acquisition Corporation Warrants,0.0,United States,Finance,Blank Checks
ALSAR,Alpha Star Acquisition Corporation Rights,0.0,United States,Finance,Blank Checks
POLEU,Andretti Acquisition Corp. II Unit,0.0,United States,,
POLE,Andretti Acquisition Corp. II Class A Ordinary Shares,0.0,United States,,
OCCIM,OFS Credit Company Inc. 7.875% Series F Term Preferred Stock,0.0,United States,,
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,0.0,United States,Finance,Finance/Investors Services
ALFUU,Centurion Acquisition Corp. Unit,0.0,United States,,
ALF,Centurion Acquisition Corp. Class A Ordinary Shares,0.0,United States,,
ALDFU,Aldel Financial II Inc. Units,0.0,United States,Finance,Blank Checks
ALCYW,Alchemy Investments Acquisition Corp 1 Warrants,0.0,United States,Finance,Blank Checks
ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
IGI,Western Asset Investment Grade Opportunity Trust Inc. Common Stock,0.0,United States,Finance,Investment Managers
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
PNF,PIMCO New York Municipal Income Fund Common Stock,0.0,United States,Finance,Finance Companies
GLACU,Global Lights Acquisition Corp Unit,0.0,China,,
GLAC,Global Lights Acquisition Corp Ordinary Shares,0.0,China,,
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,0.0,United States,Finance,Finance: Consumer Services
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,0.0,United States,Finance,Finance: Consumer Services
FLDDU,FTAC Emerald Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
FLD,FTAC Emerald Acquisition Corp. Class A Common Stock,0.0,United States,Finance,Blank Checks
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
GEAR,Revelyst Inc. Common Stock,0.0,,,
GDSTW,Goldenstone Acquisition Limited Warrants,0.0,United States,Finance,Blank Checks
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,0.0,United States,Finance,Investment Managers
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),0.0,United States,Finance,Diversified Financial Services
NRO,Neuberger Berman Real Estate Securities Income Fund Inc.,0.0,United States,Finance,Finance/Investors Services
IVCPW,Swiftmerge Acquisition Corp. Warrants,0.0,United States,Finance,Blank Checks
IVCPU,Swiftmerge Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
IVCBW,Investcorp Europe Acquisition Corp I Warrant,0.0,Cayman Islands,Finance,Blank Checks
RDACU,Rising Dragon Acquisition Corp. Unit,0.0,China,Finance,Blank Checks
RCS,PIMCO Strategic Income Fund Inc.,0.0,United States,Finance,Investment Managers
GGN,GAMCO Global Gold Natural Resources & Income Trust,0.0,United States,Finance,Finance/Investors Services
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,0.0,United States,Industrials,Consumer Electronics/Appliances
POLEW,Andretti Acquisition Corp. II Warrant,0.0,United States,,
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,0.0,United States,Industrials,Consumer Electronics/Appliances
PRLHW,Pearl Holdings Acquisition Corp Warrant,0.0,United States,Finance,Blank Checks
PRLHU,Pearl Holdings Acquisition Corp Unit,0.0,United States,Finance,Blank Checks
CAPNR,Cayson Acquisition Corp Right,0.0,United States,Finance,Blank Checks
AIMAW,Aimfinity Investment Corp. I Warrant,0.0,United States,Finance,Blank Checks
AIMAU,Aimfinity Investment Corp. I Unit,0.0,United States,Finance,Blank Checks
WTMAR,Welsbach Technology Metals Acquisition Corp. one right to receive 1/10th of a share of common stock,0.0,United States,Miscellaneous,Industrial Machinery/Components
AITRR,AI TRANSPORTATION ACQUISITION CORP Right,0.0,United States,,
AITR,AI TRANSPORTATION ACQUISITION CORP Ordinary shares,0.0,United States,,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
GIGGW,GigCapital7 Corp. Warrant,0.0,United States,Finance,Blank Checks
GIG,GigCapital7 Corp. Class A Ordinary Share,0.0,United States,Finance,Blank Checks
GHY,PGIM Global High Yield Fund Inc.,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
FGB,First Trust Specialty Finance and Financial Opportunities Fund,0.0,United States,Finance,Finance/Investors Services
RCG,RENN Fund Inc Common Stock,0.0,United States,Finance,Investment Managers
FLDDW,FTAC Emerald Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
OAKUW,Oak Woods Acquisition Corporation Warrant,0.0,Canada,Finance,Blank Checks
MLECW,Moolec Science SA Warrant,0.0,Luxembourg,Finance,Blank Checks
MLEC,Moolec Science SA Ordinary Shares,0.0,Luxembourg,Finance,Blank Checks
MKZR,MacKenzie Realty Capital Inc. Common Stock,0.0,United States,,
MACIW,Melar Acquisition Corp. I Warrant,0.0,United States,,
MACI,Melar Acquisition Corp. I Class A Ordinary Shares,0.0,United States,,
MAV,Pioneer Municipal High Income Advantage Fund Inc.,0.0,United States,Finance,Finance Companies
MARXR,Mars Acquisition Corp. Rights,0.0,United States,Finance,Blank Checks
XCH,XCHG Limited American Depositary Share,0.0,Germany,,
INAQW,Insight Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
GDSTR,Goldenstone Acquisition Limited Rights,0.0,United States,Finance,Blank Checks
PPYAW,Papaya Growth Opportunity Corp. I Warrant,0.0,United States,Finance,Blank Checks
PPYA,Papaya Growth Opportunity Corp. I Class A Common Stock,0.0,United States,Finance,Blank Checks
GF,New Germany Fund Inc. (The) Common Stock,0.0,United States,Finance,Investment Managers
RA,Brookfield Real Assets Income Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance/Investors Services
GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,0.0,United States,Finance,Finance Companies
GECCI,Great Elm Capital Corp. 8.50% NOTES DUE 2029,0.0,United States,Finance,Finance Companies
GECCH,Great Elm Capital Corp. 8.125% Notes Due 2029,0.0,United States,,
INAQU,Insight Acquisition Corp. Units,0.0,United States,Finance,Blank Checks
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,0.0,United States,Finance,Investment Managers
FORLW,Four Leaf Acquisition Corporation Warrants,0.0,United States,Finance,Blank Checks
FORL,Four Leaf Acquisition Corporation Class A Common Stock,0.0,United States,Finance,Blank Checks
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,0.0,,Finance,Trusts Except Educational Religious and Charitable
MITAW,Coliseum Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,0.0,United States,Finance,Blank Checks
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,0.0,,Finance,Investment Managers
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,0.0,United States,,
AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,0.0,United States,Finance,Investment Managers
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,0.0,United States,,
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
AFJKR,Aimei Health Technology Co. Ltd Right,0.0,United States,,
AFJK,Aimei Health Technology Co. Ltd Ordinary Share,0.0,United States,,
AFB,AllianceBernstein National Municipal Income Fund Inc,0.0,United States,Finance,Trusts Except Educational Religious and Charitable
MARX,Mars Acquisition Corp. Ordinary Shares,0.0,United States,Finance,Blank Checks
PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
IGTAU,Inception Growth Acquisition Limited Unit,0.0,United States,Finance,Blank Checks
GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,0.0,United States,Finance,Finance Companies
MBAV,M3-Brigade Acquisition V Corp. Class A Ordinary shares,0.0,United States,,
MHI,Pioneer Municipal High Income Fund Inc.,0.0,United States,Finance,Investment Managers
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,0.0,United States,Finance,Finance/Investors Services
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,0.0,United States,,
ADX,Adams Diversified Equity Fund Inc.,0.0,United States,Finance,Investment Managers
IGTA,Inception Growth Acquisition Limited Common Stock,0.0,United States,Finance,Blank Checks
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,0.0,United States,Finance,Finance Companies
QETAR,Quetta Acquisition Corporation Right,0.0,United States,Finance,Blank Checks
QETA,Quetta Acquisition Corporation Common Stock,0.0,United States,Finance,Blank Checks
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,0.0,United States,Finance,Finance: Consumer Services
PSBD,Palmer Square Capital BDC Inc. Common Stock,0.0,,,
TLGYW,TLGY Acquisition Corporation Warrant,0.0,United States,Finance,Blank Checks
PRMB,Primo Brands Corporation Class A Common Stock,0.0,United States,,
GDO,Western Asset Global Corporate Opportunity Fund Inc. Common Stock,0.0,United States,Finance,Finance Companies
GDL,GDL Fund The Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
GBBKR,Global Blockchain Acquisition Corp. Right,0.0,United States,Finance,Blank Checks
GBBK,Global Blockchain Acquisition Corp. Common Stock,0.0,United States,Finance,Blank Checks
FSHPU,Flag Ship Acquisition Corp. Unit,0.0,United States,,
FSHPR,Flag Ship Acquisition Corp. Right,0.0,United States,,
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,0.0,United States,Finance,Investment Managers
PWUPW,PowerUp Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
PWUPU,PowerUp Acquisition Corp. Unit,0.0,United States,Finance,Blank Checks
PWUP,PowerUp Acquisition Corp. Class A Ordinary Shares,0.0,United States,Finance,Blank Checks
FTIIW,FutureTech II Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
YOTAW,Yotta Acquisition Corporation Warrant,0.0,United States,Consumer Staples,Farming/Seeds/Milling
YOTAR,Yotta Acquisition Corporation Right,0.0,United States,Consumer Staples,Farming/Seeds/Milling
YHNAU,YHN Acquisition I Limited Unit,0.0,Hong Kong,,
YHNAR,YHN Acquisition I Limited Right,0.0,Hong Kong,,
YHNA,YHN Acquisition I Limited Ordinary Shares,0.0,Hong Kong,,
MBAVW,M3-Brigade Acquisition V Corp. Warrant,0.0,United States,Finance,Blank Checks
AACT,Ares Acquisition Corporation II Class A Ordinary Shares,0.0,,Finance,Blank Checks
MDCX,Medicus Pharma Ltd. Common Stock  ,0.0,Canada,,
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,0.0,United States,Finance,Blank Checks
BWLP,BW LPG Limited Common Shares,0.0,,Consumer Discretionary,Transportation Services
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,0.0,United States,Finance,Finance/Investors Services
BYNOW,byNordic Acquisition Corporation Warrant,0.0,Sweden,Finance,Blank Checks
BYNO,byNordic Acquisition Corporation Class A Common Stock,0.0,Sweden,Finance,Blank Checks
FVNNU,Future Vision II Acquisition Corporation Units,0.0,China,,
FVNNR,Future Vision II Acquisition Corporation Right,0.0,China,,
FVN,Future Vision II Acquisition Corporation Ordinary shares,0.0,China,,
GATEW,Marblegate Acquisition Corp. Warrant,0.0,United States,Finance,Blank Checks
GATE,Marblegate Acquisition Corp. Class A Common Stock,0.0,United States,Finance,Blank Checks
FTII,FutureTech II Acquisition Corp. Class A Common Stock,0.0,United States,Finance,Blank Checks
PTY,Pimco Corporate & Income Opportunity Fund,0.0,United States,Finance,Investment Managers
IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares,0.0,Cayman Islands,Finance,Blank Checks
IVCAW,Investcorp AI Acquisition Corp. Warrant,0.0,Cayman Islands,Finance,Blank Checks
ZOOZ,ZOOZ Power Ltd. Ordinary Shares,0.0,Israel,Technology,Industrial Machinery/Components
ABR^D,Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25.00 per Share,,United States,,
ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,,United States,,
